URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,Type
37,7,US,CA,22-02-1996 00:00,16-01-2015 00:00,0
37,8,US,Arizona,18-04-2001 00:00,19-04-2017 00:00,0
37,8,US,OH,05-08-1993 00:00,01-07-2016 00:00,0
37,9,PH,Manila,17-02-2011 00:00,18-02-2017 00:00,0
37,9,US,CA,24-10-1999 00:00,29-07-2016 00:00,0
37,8,US,NY,02-11-1996 00:00,26-11-2014 00:00,0
37,9,US,CA,18-01-1995 00:00,26-08-2015 00:00,0
37,8,US,Arizona,14-02-2000 00:00,14-02-2016 00:00,0
37,8,US,CA,02-11-2002 00:00,02-02-2017 00:00,0
37,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
38,10,CA,ON,14-09-2009 08:39,06-09-2016 08:26,1
38,11,None,None,None,None,1
38,9,US,Utah,24-05-2000 00:00,25-05-2016 00:00,1
38,9,US,Utah,24-05-2000 00:00,25-05-2016 00:00,1
38,10,None,None,18-07-2005 00:00,18-06-2016 00:00,1
38,9,US,MA,28-10-1999 00:00,29-08-2016 00:00,0
38,8,US,CA,02-11-2002 00:00,02-02-2017 00:00,0
38,8,None,None,25-02-2006 00:00,26-02-2016 00:00,0
38,8,US,New York,12-06-2007 00:00,05-10-2016 00:00,0
38,9,US,MO,20-05-1996 00:00,24-10-2016 00:00,0
38,10,UK,None,18-04-1995 00:00,14-11-2016 00:00,0
38,9,US,CA,25-04-2000 00:00,04-08-2015 00:00,0
38,8,US,CA,05-12-1997 00:00,31-03-2017 00:00,0
38,9,US,CA,09-12-1996 00:00,09-10-2015 00:00,0
38,8,US,CA,24-09-1996 00:00,30-01-2017 00:00,0
38,7,US,NJ,10-01-1992 00:00,05-01-2016 00:00,0
38,9,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
38,8,US,CA,02-11-2002 00:00,02-02-2017 00:00,0
38,7,None,None,17-07-2001 00:00,28-05-2014 00:00,0
38,8,US,MI,14-07-2011 00:00,30-06-2016 00:00,0
38,7,US,NY,21-09-2001 00:00,02-03-2017 00:00,0
38,6,None,None,05-06-2003 00:00,26-11-2014 00:00,0
38,8,US,NJ,05-12-1996 00:00,30-11-2016 00:00,0
38,7,AU,NSW,19-02-2002 01:02,29-11-2016 00:00,0
38,9,US,CA,18-01-1995 00:00,26-08-2015 00:00,0
38,8,None,None,28-11-1999 00:00,09-09-2013 00:00,0
38,8,US,UT,26-05-1997 00:00,23-04-2017 00:00,0
38,7,AU,NSW,05-07-2008 00:00,30-08-2016 00:00,0
38,6,BE,None,07-04-2007 00:00,08-04-2017 00:00,0
38,6,US,FL,09-04-2011 16:13,28-02-2017 10:46,0
38,8,US,CA,11-09-1997 04:00,09-12-2015 14:43,0
38,10,NO,None,29-01-2004 16:01,29-12-2016 14:11,0
38,8,US,FL,17-02-1999 05:00,19-12-2016 08:39,0
38,9,US,FL,27-02-2000 15:05,31-05-2016 17:46,0
38,7,US,California,02-07-2010 00:00,25-04-2017 00:00,0
38,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
38,9,None,None,None,None,0
38,8,US,CA,21-07-1995 00:00,26-09-2016 00:00,0
38,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
38,9,US,CA,08-08-2002 00:00,29-07-2015 00:00,0
38,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
38,9,US,Arizona,10-06-2005 00:00,04-06-2015 00:00,0
39,13,None,None,None,None,1
39,11,None,None,None,None,1
39,11,None,None,None,None,1
39,11,None,None,None,None,1
39,9,US,Utah,24-05-2000 00:00,25-05-2016 00:00,1
39,10,None,None,18-07-2005 00:00,18-06-2016 00:00,1
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,7,AU,New South Wales,08-01-2009 10:56,09-01-2017 10:11,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,None,None,01-07-2007 05:40,08-12-2016 14:01,0
39,9,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,WV,21-10-2006 00:00,22-10-2016 00:00,0
39,9,US,Arizona,30-08-2000 00:00,18-04-2015 00:00,0
39,8,US,FL,14-09-1995 00:00,12-05-2016 00:00,0
39,8,US,WA,05-01-1996 00:00,05-05-2016 00:00,0
39,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
39,8,TR,None,14-09-2000 08:47,15-09-2016 21:37,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,6,US,CA,22-02-1996 00:00,16-01-2015 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,7,US,CO,17-02-2006 00:00,19-08-2015 00:00,0
39,8,US,Oregon,30-08-2000 00:00,16-08-2016 00:00,0
39,8,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,7,US,NY,10-07-2002 00:00,18-10-2013 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,10,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,FR,None,04-09-1996 04:00,26-04-2016 09:14,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,None,None,None,None,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,US,CA,18-01-1995 00:00,26-08-2015 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,None,None,15-05-2005 00:00,15-04-2017 00:00,0
39,9,US,Ohio,08-01-2004 00:00,03-01-2017 00:00,0
39,9,None,None,None,None,0
39,10,None,None,None,None,0
39,10,US,Arizona,10-11-2009 00:00,21-04-2015 00:00,0
39,7,CA,ON,26-11-1996 00:00,02-11-2016 00:00,0
39,9,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,AT,Austria,01-06-2004 00:00,02-06-2016 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,7,None,None,02-08-2010 00:00,04-05-2016 00:00,0
39,9,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,7,KY,GRAND CAYMAN,24-08-2003 00:00,27-02-2017 00:00,0
39,9,US,Ohio,08-01-2004 00:00,03-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,US,CA,02-11-2002 00:00,02-02-2017 00:00,0
39,6,LV,RIX,19-07-2010 00:00,20-07-2016 00:00,0
39,8,TR,TR,28-10-2008 00:00,03-04-2016 00:00,0
39,8,US,nj,24-06-2003 00:00,22-08-2016 00:00,0
39,9,US,Arizona,10-06-2005 00:00,04-06-2015 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,10,US,Arizona,28-02-2008 00:00,24-04-2017 00:00,0
39,9,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,10,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,US,GA,22-09-1993 00:00,15-02-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,MA,29-09-1994 00:00,29-11-2016 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,9,PA,Panama,07-11-2016 00:00,07-11-2016 00:00,0
39,8,PA,Panama,30-07-2009 04:01,19-04-2017 10:41,0
39,7,DE,None,10-01-2007 15:27,09-01-2017 16:53,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,None,None,None,None,0
39,9,CA,SK,19-10-2005 00:00,18-10-2016 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
39,8,US,CA,15-02-2005 00:00,14-01-2017 00:00,0
40,13,None,None,None,None,1
40,13,None,None,None,None,1
40,13,None,None,None,None,1
40,11,None,None,None,None,1
40,11,None,None,None,None,1
40,10,None,None,None,None,1
40,9,US,Utah,24-05-2000 00:00,25-05-2016 00:00,1
40,9,US,ca,14-05-1999 00:00,28-06-2016 00:00,0
40,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
40,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
40,10,US,Arizona,13-09-2001 23:03,13-02-2013 01:33,0
40,7,US,CA,22-02-2001 00:00,07-02-2017 00:00,0
40,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
40,9,US,CA,02-10-2005 00:00,03-10-2016 00:00,0
40,7,CA,ON,27-08-2002 00:00,01-06-2016 00:00,0
40,9,US,CO,28-09-1996 00:00,26-09-2016 00:00,0
40,8,ES,Alicante,05-06-2006 00:00,24-03-2017 00:00,0
40,9,AU,Queensland,22-03-2006 00:00,22-03-2017 00:00,0
40,12,US,CA,20-10-1998 00:00,04-12-2013 00:00,0
40,11,US,NY,23-03-1995 00:00,03-03-2017 00:00,0
40,10,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
40,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
40,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
40,9,US,New Jersey,23-04-2002 18:56,20-08-2015 15:58,0
40,8,US,New York,26-09-2005 00:00,23-07-2011 00:00,0
40,9,US,California,04-01-1995 00:00,04-01-2017 00:00,0
40,6,None,None,22-02-1996 00:00,16-01-2015 00:00,0
40,7,AU,Vic,30-07-2004 00:00,30-03-2014 00:00,0
40,8,US,ME,05-11-2008 00:00,07-10-2016 00:00,0
40,9,None,None,01-07-2007 05:40,08-12-2016 14:01,0
40,9,US,CA,18-01-1995 00:00,26-08-2015 00:00,0
40,9,US,MO,29-12-2005 00:00,30-09-2015 00:00,0
40,6,US,PA,05-06-2003 00:00,26-11-2014 00:00,0
40,7,CA,ON,27-08-2002 00:00,01-06-2016 00:00,0
40,6,None,None,17-02-2009 00:00,16-02-2015 00:00,0
40,9,US,CA,02-12-2005 00:00,02-12-2016 00:00,0
40,9,US,OH,08-11-1998 00:00,16-03-2015 00:00,0
40,8,None,None,12-02-2002 00:00,16-10-2014 00:00,0
40,9,US,MO,20-05-1996 00:00,24-10-2016 00:00,0
40,7,US,CA,02-11-2002 00:00,02-02-2017 00:00,0
40,8,US,WA,08-04-1996 00:00,18-11-2016 00:00,0
40,8,US,NY,08-05-1996 00:00,27-01-2017 00:00,0
40,6,US,TX,02-03-1999 00:00,01-02-2017 00:00,0
40,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
40,9,US,NJ,17-12-2007 00:00,15-12-2015 00:00,0
40,9,US,FL,03-06-2000 00:00,05-05-2016 00:00,0
40,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
40,9,US,CA,18-01-1995 00:00,26-08-2015 00:00,0
41,13,None,None,None,None,1
41,11,None,None,None,None,1
41,10,US,Utah,24-05-2000 00:00,25-05-2016 00:00,1
41,11,BR,None,None,None,1
41,10,None,None,18-07-2005 00:00,18-06-2016 00:00,1
41,6,None,None,21-11-2016 00:00,13-01-2017 00:00,0
41,8,US,Oregon,30-08-2000 00:00,16-08-2016 00:00,0
41,8,US,MO,20-05-1996 00:00,24-10-2016 00:00,0
41,9,US,Pennsylvania,08-09-2007 00:00,09-09-2016 00:00,0
41,8,GB,worcs,25-10-2006 00:00,18-10-2016 00:00,0
41,10,US,NY,18-10-1994 00:00,06-10-2016 00:00,0
41,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
41,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
41,9,US,Maine,23-10-1996 00:00,28-02-2017 00:00,0
41,9,US,Arizona,04-11-2003 00:00,04-11-2016 00:00,0
41,7,US,FL,30-07-2002 00:00,26-06-2014 00:00,0
41,8,PA,PANAMA,09-12-2008 00:00,30-11-2016 00:00,0
41,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
41,7,US,PA,09-03-2010 00:00,18-01-2013 00:00,0
41,8,US,Kansas,04-07-2001 23:21,19-04-2017 17:24,0
41,8,JP,None,08-03-2016 00:00,27-02-2017 00:00,0
41,8,US,VA,23-02-2010 00:00,23-01-2017 00:00,0
41,10,US,Arizona,06-07-2016 14:30,05-09-2016 03:47,0
41,8,US,WA,05-01-1996 00:00,05-05-2016 00:00,0
41,8,None,None,16-01-2016 00:00,13-03-2017 00:00,0
41,10,US,NY,18-10-1994 00:00,06-10-2016 00:00,0
41,9,AU,Queensland,22-03-2006 00:00,22-03-2017 00:00,0
41,10,GB,London,13-06-1997 00:00,05-11-2015 00:00,0
41,9,AU,Queensland,22-03-2006 00:00,22-03-2017 00:00,0
41,9,FR,None,22-07-2005 18:52,21-07-2016 18:54,0
42,13,None,None,None,None,1
42,11,None,None,None,None,1
42,11,None,None,None,None,1
42,10,None,None,07-04-2002 20:00,None,1
42,10,US,Utah,24-05-2000 00:00,25-05-2016 00:00,1
42,10,US,Utah,24-05-2000 00:00,25-05-2016 00:00,1
42,10,US,Utah,24-05-2000 00:00,25-05-2016 00:00,1
42,10,US,Utah,24-05-2000 00:00,25-05-2016 00:00,1
42,8,US,Arizona,05-03-2013 20:51,05-05-2013 03:46,1
42,7,US,FL,24-05-2004 00:00,16-03-2017 00:00,0
42,8,IN,Karnataka,30-01-2006 00:00,14-04-2014 00:00,0
42,7,CA,BC,19-12-1997 00:00,05-11-2012 00:00,0
42,10,US,Arizona,30-11-2006 00:00,17-04-2015 00:00,0
42,8,CA,ON,14-04-1999 00:00,08-08-2015 00:00,0
42,8,CA,Quebec,27-05-2008 00:00,27-05-2015 00:00,0
42,10,US,Arizona,10-11-2009 00:00,21-04-2015 00:00,0
42,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
42,8,US,CA,09-12-1996 00:00,09-10-2015 00:00,0
42,11,US,Arizona,08-05-2004 20:53,04-04-2014 15:11,0
42,10,US,CA,02-11-2002 00:00,02-02-2017 00:00,0
42,9,US,Ohio,08-01-2004 00:00,03-01-2017 00:00,0
42,9,None,None,16-08-1999 00:00,17-08-2013 00:00,0
42,9,US,CA,04-08-1995 00:00,26-01-2017 00:00,0
42,7,US,Indiana,18-07-2002 00:00,10-07-2013 00:00,0
42,9,None,None,23-11-1994 00:00,19-08-2015 00:00,0
42,8,AU,NEW SOUTH WALES,30-08-2015 00:00,08-03-2017 00:00,0
42,9,None,None,11-10-2000 00:00,02-07-2014 00:00,0
42,8,UK,UK,27-02-1996 00:00,27-01-2016 00:00,0
42,8,None,None,30-04-2009 00:00,05-01-2017 00:00,0
42,8,US,CA,22-02-1996 00:00,16-01-2015 00:00,0
42,9,AU,Queensland,22-03-2006 00:00,22-03-2017 00:00,0
42,7,US,IL,27-11-2006 00:00,02-03-2017 00:00,0
42,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
42,9,US,CA,22-10-1998 00:00,16-03-2017 00:00,0
42,8,AU,NSW,19-08-2004 00:00,05-07-2016 00:00,0
42,8,US,nj,24-06-2003 00:00,22-08-2016 00:00,0
42,8,US,California,18-03-2016 00:00,14-03-2017 00:00,0
42,8,US,CA,22-02-1996 00:00,16-01-2015 00:00,0
42,9,AU,Queensland,22-03-2006 00:00,22-03-2017 00:00,0
42,7,US,PA,06-12-2010 00:00,07-12-2016 00:00,0
42,7,US,FL,24-05-2004 00:00,16-03-2017 00:00,0
43,13,None,None,None,None,1
43,11,None,None,None,None,1
43,10,US,Utah,24-05-2000 00:00,25-05-2016 00:00,1
43,11,None,None,03-03-2000 00:00,08-12-2015 00:00,1
43,10,us,Washington,23-06-2003 00:00,02-01-2017 00:00,1
43,10,US,CA,03-08-2004 00:00,04-08-2016 00:00,1
43,10,None,None,None,None,1
43,8,US,WA,14-05-2002 00:00,03-03-2017 00:00,0
43,9,US,FL,03-06-2000 00:00,05-05-2016 00:00,0
43,9,AU,Queensland,22-03-2006 00:00,22-03-2017 00:00,0
43,9,US,WA,26-04-2001 00:00,15-12-2015 00:00,0
43,8,US,ca,09-05-2004 18:06,24-04-2017 11:55,0
43,8,US,GA,05-11-1997 05:00,05-09-2016 08:00,0
43,9,US,CA,29-03-1997 00:00,29-11-2016 00:00,0
43,8,GB,Peterborough,08-12-1995 00:00,04-04-2014 00:00,0
43,7,US,CA,27-06-2001 00:00,03-03-2017 00:00,0
43,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
43,7,None,None,13-11-2002 00:00,13-11-2016 00:00,0
43,8,None,None,09-12-1996 00:00,09-10-2015 00:00,0
43,9,US,Arizona,30-01-1996 00:00,01-02-2017 00:00,0
43,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
43,9,UK,UK,27-02-1996 00:00,27-01-2016 00:00,0
43,9,US,CA,16-07-1999 00:00,29-03-2013 00:00,0
43,8,US,Arizona,23-06-2006 00:00,24-06-2016 00:00,0
43,9,None,None,28-11-1999 00:00,09-09-2013 00:00,0
43,12,None,None,25-09-2000 00:00,23-11-2015 00:00,0
43,8,None,None,26-09-2003 00:00,17-06-2016 00:00,0
43,9,CA,Quebec,10-04-2002 00:00,09-06-2016 00:00,0
43,10,US,NY,23-03-1995 00:00,03-03-2017 00:00,0
43,7,US,PA,05-06-2003 00:00,26-11-2014 00:00,0
43,7,GB,None,11-11-2006 00:00,26-10-2016 00:00,0
43,7,US,CA,31-07-2000 00:00,29-06-2016 00:00,0
43,10,US,FL,20-04-1995 04:00,07-03-2013 19:26,0
43,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
43,10,US,CO,03-05-2015 00:00,04-05-2016 00:00,0
44,10,US,Utah,24-05-2000 00:00,25-05-2016 00:00,1
44,10,US,CO,04-02-2005 00:00,21-03-2017 00:00,0
44,8,US,WA,08-04-1996 00:00,18-11-2016 00:00,0
44,11,None,None,None,None,0
44,9,US,CA,18-01-1995 00:00,26-08-2015 00:00,0
44,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
44,9,US,NY,16-09-1996 04:00,05-04-2017 13:36,0
44,7,US,PA,05-06-2003 00:00,26-11-2014 00:00,0
44,8,US,WA,08-04-1996 00:00,18-11-2016 00:00,0
44,10,AU,None,20-07-2006 00:00,05-03-2013 00:00,0
44,9,US,Ohio,08-01-2004 00:00,03-01-2017 00:00,0
44,11,US,CA,02-11-2002 00:00,02-02-2017 00:00,0
44,10,CA,ON,09-12-2003 00:00,22-10-2016 00:00,0
44,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
44,7,US,Arizona,12-03-2008 00:00,19-05-2016 00:00,0
44,8,US,WA,13-09-2000 00:00,29-08-2016 00:00,0
44,9,US,UT,05-02-1999 00:00,16-06-2014 00:00,0
44,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
44,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
44,9,CA,ON,09-12-2003 00:00,22-10-2016 00:00,0
44,9,None,None,None,None,0
44,8,US,FL,10-05-2000 00:00,11-10-2016 00:00,0
44,9,US,California,28-11-1999 00:00,09-09-2013 00:00,0
44,9,US,FL,03-06-2000 00:00,05-05-2016 00:00,0
44,8,US,CA,25-01-1995 00:00,05-12-2013 00:00,0
44,8,US,WA,05-01-1996 00:00,05-05-2016 00:00,0
44,9,FR,None,05-10-2005 00:00,21-05-2015 00:00,0
44,9,US,Ohio,08-01-2004 00:00,03-01-2017 00:00,0
44,8,US,New York,28-06-2006 00:00,01-02-2013 00:00,0
44,10,US,CO,25-06-1997 00:00,26-03-2017 00:00,0
44,9,US,CA,09-01-1998 00:00,04-01-2017 00:00,0
44,8,US,WA,05-01-1996 00:00,05-05-2016 00:00,0
44,9,US,California,28-11-1999 00:00,09-09-2013 00:00,0
44,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
44,8,CA,ON,17-03-2000 00:00,17-01-2016 00:00,0
44,8,US,California,26-09-2003 00:00,17-06-2016 00:00,0
45,10,None,None,09-10-2016 17:08,None,1
45,8,None,None,29-02-2008 00:00,21-02-2017 00:00,0
45,9,US,MI,18-05-2001 00:00,19-03-2016 00:00,0
45,9,None,None,28-11-1999 00:00,09-09-2013 00:00,0
45,9,US,MA,29-09-1994 00:00,29-11-2016 00:00,0
45,8,US,FL,30-10-2002 00:00,06-07-2016 00:00,0
45,10,None,None,19-12-2000 00:00,16-12-2016 00:00,0
45,10,US,CT,13-05-1998 00:00,17-06-2016 00:00,0
45,9,US,Arizona,09-08-2009 00:00,17-06-2016 00:00,0
45,7,US,MA,29-07-2007 00:00,09-07-2016 00:00,0
45,7,US,Arizona,15-07-2009 00:00,20-04-2015 00:00,0
45,8,None,None,27-09-2000 00:00,10-10-2016 00:00,0
45,8,US,Arizona,13-07-2001 00:00,26-04-2015 00:00,0
45,11,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
45,11,US,CA,20-10-1998 00:00,04-12-2013 00:00,0
45,8,US,NY,10-03-2005 00:00,07-03-2017 00:00,0
45,11,US,Minnesota,08-08-2001 00:00,09-11-2015 00:00,0
45,9,CA,ON,09-12-2003 00:00,22-10-2016 00:00,0
45,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
45,8,US,Missouri,28-09-2007 16:06,28-03-2017 18:24,0
45,10,None,None,None,None,0
45,10,US,CA,09-01-1998 00:00,04-01-2017 00:00,0
45,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
45,9,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
45,10,US,CA,18-01-1995 00:00,26-08-2015 00:00,0
45,8,AU,VIC,12-03-2009 01:58,18-04-2017 01:29,0
45,9,US,MA,08-11-1993 00:00,12-10-2015 00:00,0
45,10,US,NY,25-07-1998 00:00,05-03-2017 00:00,0
45,9,AU,Queensland,22-03-2006 00:00,22-03-2017 00:00,0
45,9,US,UT,05-02-1999 00:00,16-06-2014 00:00,0
45,10,US,CA,13-01-2001 00:12,12-12-2015 10:16,0
45,8,US,Washington,16-11-1999 00:00,05-11-2016 00:00,0
45,9,US,WA,20-07-1998 04:00,21-02-2017 03:57,0
